博主,博文,日期,转发数,评论数,点赞数
弓辰,虽然我不懂日语，但我也知道日文中的“必死”是拼命，全力以赴的意思。标题翻译过来是:以澄澈的天空为目标，中国拼尽全力。这篇报道的内容是说中国人大提出了明确的目标将加大力度整治雾霾，没有一点贬义，不懂日文的人只看见“中国必死”于是就出事了。“爱国者”们很容易为此激动，也很容易被自己的 ,2017-03-12 14:09,1,4,17
快乐配音人--张鸽,人和人之间的关系，好似相遇时候的天气。和有些人相遇时，阳光明媚，晴空万里。和有些人相遇时，清风拂面，清爽无比。和有些人相遇时正值中秋佳节，和有些相遇时……雾霾天——雾里看花，却有毒，不得触碰。 ,2017-03-12 14:05,,,4
Miss--Yoghourt,吃了口黄豆大的芥末，那感觉真的要飞起来了，L先生嘲笑完我之后也从容得尝了一小口，然后辣哭了，然后我的窃喜之情就掩盖了痛苦。真的吃完之后神清气爽世界没有雾霾，感觉之前吃的芥末都是假的。@Mr__warm ,2017-03-12 13:44,,2,3
虾扯吧噗,刮大风的日子不是很开心，把雾霾都刮走了也不开心，感觉特凄凉。大太阳没意思，阴天没意思，反正白天都没意思，除非下雨。每天都是晚上最开心，特别开心，愿意把所有的秘密都说给夜晚听，即使它一言不发。所以夏天才不是最喜欢的季节。 ,2017-03-12 13:42,,8,4
商丘那点事,#商丘身边事# 【商丘雾霾天拍婚礼别样的赶脚】雾里看花，水中望月，好佩服摄影师的创意！ 盛杰影视的... （摄制｜@盛杰影视 ） ,2017-03-12 12:53,3,4,10
江西农业大学南昌商学院报,一木难成林，万木能成森。一木知气候，万木治环境。一木难聚兽，万木鸟欢唱。一木难丛绿，万木花儿香。植树节，植万木森林，造百年之福。 植树节，让我们栽下一棵树，传递一份微笑。树赶走一片雾霾，一片绿色创造美丽家园。虽然是下雨天，植树节，让我们栽下一棵树，传递一份微笑。 ,2017-03-12 12:50,1,,6
步步日本,日剧《未闻花名》拍摄地，日本埼玉县秩父市的幻境云海美景。该地位于秩父盆地东部，以水泥工业驰名日本。站在山上，可以从云海中清晰地分辨出水泥厂的及排出水蒸气塔。既有云海，又可以看到星辰。看来不是雾霾！同样是盆地和重工业，人家这环保做的，佩服！#步步日本# 网页链接 ,2017-03-12 12:02,2,1,5
乔小兽,北京几乎一整个冬天都被雾霾笼罩，妞儿也一整个冬天窝在家里没怎么出来过，春天虽然风大，但美好的空气又回来了，今年想带老妈，带儿子闺女一起旅行，以前不爱跟我妈出去玩，买点啥也不让买，这也贵，那个也骗人的，吃不让吃，不够闹心，现在我妈倒是愿意跟我们出去，一人带俩娃旅行都不让我去 ,2017-03-12 11:57,,,14
绍兴日报,#新校区，栽下第一批树苗# 3月12日是我国第39个植树节，昨天下午，共青团绍兴市委、市教育局、市林业局联合在绍兴一中镜湖新校区开展“雾霾远离我，让呼吸更加有节奏”植树活动，绍兴一中创新班的近百名学生亲手在新校区种下了香榧、木棉花等树种。 　　据了解，绍兴一中镜湖新校区的场馆建设已完工半 ,2017-03-12 11:53,,,3
李子的围脖,忍不住又想说不讨喜的话了，太多人太理想化，以为很多事情曝光后就会得到处理。事实上如果看过九十年代的打拐实录就会知道有些事情根深蒂固。外界舆论在这些地方半点作用都不起。因为你不能换掉当地大多数人。唯一有用的办法是工业化发展，用工业化和城镇化，取代一直以来的农业化思维。选雾霾还是选， ,2017-03-12 11:46,48,15,71
东风日产,#植树节#万物复苏，春意盎然，又到了一年一度的植树节。东风日产君在此呼吁广大车主们，拒绝一次性筷子、少开一天车、同雾霾沙尘告别...我们向大自然索取的越少，需要做的补偿就越少。东风日产 让汽车生活 绿色同行。 ,2017-03-12 11:39,8,4,11
Ay_LyVeinn,分享图片  让人恶心的天气，让人恶心的感冒…没有一时可以让人感到痛快和酣畅淋漓。。讨厌过度潮湿的霉味儿，讨厌一眼望尽的雾霾。。什么时候生活能够纯粹一些。。厄运消除！ ,2017-03-12 11:38,,,2
幻想成癖的前期婴儿肥患者,我是真的只会拍吃的好好的风景被我拍的长了雾霾海苔饼热的吃 种草了麦饼 南瓜土豆馅料挑嘴的小伙伴也都说好吃台州学院对面的烤鱼量很足 年糕很多#台州美食# |台州·三门... ,2017-03-12 11:34,,13,9
王西左,一年里那么多喧嚣的节日，今天反是清静的很啊。那些风沙、雾霾、污染的抱怨以及放生的慈悲呢、呢…… ,2017-03-12 11:24,1,,2
培正天空,每次看到有人在评论下说为什么我吃了饭堂又没事的小粉红我都挺醉的。这么大个人了，思维能力还是那么差。每个人体质抵抗力不一样所以导致结果不一样啊。北京雾霾导致很多人肺癌，是不是每个人都得肺癌呢？？？非典时期是不是每个人都一定会得非典啊？？？ ,2017-03-12 11:24,,6,5
北京李子的微博,发表了博文《这个字怎么下？青春是，那一场酒绿，一【】灯红》前几天写了一手《沁园春》，原稿是：某市城南，某年某日，霧霾正濃。有尋人啟事，飄於幻海；歡場廣告，抹遍流虹。陌路西東，行人甲乙，戲劇喧囂無始終。|这个字怎么... ,2017-03-12 11:12,12,9,3
破烂熊photo,在济南的第一天，去了趵突泉，五龙潭和大明湖，济南的景点非常不适合拍摄，加上雾霾天，基本上没出片。by 6D，24-70mm f4。 ,2017-03-12 11:11,,2,3
识装范儿,今年大热的流行色雾霾蓝街拍，看起来清新又舒服。 ,2017-03-12 11:10,150,68,779
中南民族大学每日一拍,为雾霾天增添一抹绿，为寝室装饰一点鲜一年一度最值得期待的#绿植领养# 活动又要开始啦，环保从我做起，一起守护我们的绿色家园。快来找一拍君领种子，跟着#绿植领养大使王源# 益起行动起来，为自己也为世界多种一棵树多添一份绿 ,2017-03-12 11:03,138,63,117
黑哥在线,315不仅要出台 网购7日无理由退货办法，更要曝光那些在互联网的裸奔时代，那些新的悲痛……，还大家一个没有雾霾的天空！来源：北京时间 ,2017-03-12 10:50,21,33,43
蓝鲸财经记者工作平台,【鲸语录】人们能看见灰蒙蒙的雾霾，但看不见天外的臭氧层破洞。——郭景平(天津滨海新区副区长)讲话背景：在谈及消耗臭氧层物质污染问题时，委员建议，通过政府监管和公众监督双管齐下，实现消耗臭氧层物质的全生命周期管理。 ,2017-03-12 10:49,3,6,6
冰冷de心cs神08256,我以前不喜欢下雨，只是现在我喜欢上雨天，因为现在的雨能驱走雾霾… 童年的雨天路是泥泞，却又是记忆里最干净的曾经。心情如同晴天和雨天，时好时坏。有一句话说的好“阳光总在风雨后”在坏心情的后面肯定是好心情，周末雨天快乐！ |西安·朱宏... ,2017-03-12 10:49,,,4
意自形生,车辆限行的主要目的，并不是为了去除雾霾，而是传递一个信号——雾霾的根源，是车辆尾气排放的结果，主要原因是中国燃油不合标准，这就为私有化燃油企业埋下了伏笔，使得继续把国企（中石油中石化）私有化肢解奠定理论！ ,2017-03-12 10:40,,1,3
迎春乐牛奶,植树节 | 一棵树，要经过培土、浇水这些看似简单的劳作，实则经历数年，甚至数十年的时间考验。亲自为自己增添一片绿，也就是为“治雾霾、护蓝天”尽了一份自己的力，也从中意识到环境保护的不易，从而坚定地从日常做起，从小事做起，为建设生态文明尽自己最大的力。  ,2017-03-12 10:39,9,1,
特警SWAT-丁sir,#植树节# 种一棵绿树 少一层雾霾 还一片蓝天特警-丁sir...（使用#秒拍#录制，免流量看热门短视频！） ,2017-03-12 10:37,1,,3
北京人的新鲜事,【教你快速长出令人羡慕的长睫毛】真的吗？赶紧试试，毕竟除了美还可以档雾霾 秒拍视频 ,2017-03-12 10:37,9,,7
姚雨鑫0504,长期生活在雾霾天的人，时常会想逃离这座城市，天气真的很影响心情，好想念这样的蓝天白云，这样的夕阳西下。 |乌鲁木齐·... ,2017-03-12 10:29,,2,5
那石ZL,#那石快语#【“植树”不仅仅靠“节”，“宜居”理念需从本质更新】今天3月12日，植树节，少不了许多“植树秀”……植树节年年有，污染(雾霾)却越来越严重！除了依旧疯狂“三高黑色系”，两个“不相干”新闻更应注意：昨天福岛地震6周年祭；前年10月12日光伏峰会……网页链接 ,2017-03-12 10:24,1,1,1
地理事儿君,一颗种子看起来很普通，你想象过它长大的样子吗？植物造林既可以优化生态环境;又可以调节气候，一棵树就是一片森林。植树节不是口号，多一点行动，植物多了，雾霾就小了。#绿植领养# 种出个地球！环保从我做起！ 秒拍视频 . ,2017-03-12 10:21,4,1,19
風語染心顏,梦想是一缕阳光，驱散你前行路上的雾霾。。《乖乖女是大明星》里一首鼓舞人心的插曲《The climb-攀登》每当感到迷茫无助时可以听听这首励志歌曲。。莫忘初心Keep climb！秒拍视频 . ,2017-03-12 10:20,4,1,4
任风雨狂,近视近视太讨厌 世界没了轮廓 棱角与曼妙的曲线看不见白云 雾霭与雾霾山间跌落人间摸着尾气过斑马线 红绿灯站在不远处犀利比咒骂来得文明打磨过的辞藻 寒光闪闪,2017-03-12 10:17,1,,
Shengqiang_Niu,@武冬青530 第一节课作业二主题：孤独是最忠诚的朋友和那些在成长过程中获得的朋友不同，孤独算是与生俱来的陪伴，而且不离不弃直到生命终结。每个人都曾想过很多办法摆脱它，但就像北京的雾霾，风只能一时吹散，却改变不了它一直都在的事实。我们终将学会面对并享受孤独。 |北京 ,2017-03-12 10:04,1,,1
浙江环保,【精准治霾保蓝天】中科院近期发布的灰霾研究进展显示：空气质量总体向好，但远未达到拐点，复合污染大抵消了治理效果，风速减小成为“帮凶”，机动车尾气对霾的“贡献”被低估……因此，必须廓清对灰霾的认识，突破关键的科学问题。只有这样，才能寻找出最佳的雾霾治理方案。留住蓝天，不仅是老百姓的 ,2017-03-12 09:51,,1,1
拙朴工舍JOP,#拙朴生活# “管他嚣嚣人世，管他郁郁雾霾，心中自有你在，天天春暖花开” ,2017-03-12 09:44,12,14,60
吉祥Anne,逃离24小时热水的家，留在北上广 。你愿意在北上广过月薪一万的生活，还是在小县城过月薪四五千的生活？ 你知道北京的雾霾为何这么重吗？是因为太多的人在这里把自己的青春燃烧成烟尘了……一边觉得前途渺茫，一边又满腔热血的奋斗着，这就是二十岁开头的年轻人，我们还能创造出很多奇迹，谁也不知 ,2017-03-12 09:37,1,,5
京环之声,#环保进行时# 【外媒：中国治理雾霾的努力不会停 直到天空再次变蓝】9日环保部部长陈吉宁就“加强生态环境保护”的相关问题回答中外记者的提问。包括雾霾治理在内的环保问题是今年两会的一大热点，也受到国外媒体的高度关注。 |外媒：中国... ,2017-03-12 09:35,1,1,3
财经网,【总工会副主席：将适时调研雾霾津贴 严重地区缩减工作时间】全国总工会副主席焦开河：推动如"雾霾津贴"发放等针对雾霾对劳动者造成伤害问题的解决。在雾霾环境里工作的工人应得到相应保护，如警察、保洁员等。雾霾严重地区，用人单位给工作人员发放防护性的用具，缩减工作时间。|总工会副主... ,2017-03-12 09:30,46,119,84
安徽财经大学管工学院团委,#青青绿植# 今天是植树节，同学们还记得吗？抱怨了好些日子的雾霾，同学们有没有想过自己对雾霾做一些改变吗？——例如，种一棵绿植？不需要珍贵，不需要庞大，只需要一点点，哪怕一点点绿色。（图片来源于网络） |蚌埠·龙子... ,2017-03-12 09:15,16,,10
曲卫国,早上起来蒸小笼包，为了不粘要用蒸笼垫。家里有两种，一种是蒸笼纸，有硅油，一种是蒸笼布，说是pp不织布做的。有说硅油有毒，处理不好有害。从简单的包装袋看无法判断处理得怎样。pp不织布据说也是如此。包装上都写环保无毒，食用级。缩头伸头都得挨刀，就像外面有雾霾不能开窗，有说不开甲醛更歹毒。 ,2017-03-12 09:08,1,,3
樱色猫舍-CFA异国短毛猫加菲猫,做一个安静的美喵，以后陪着帅爸爸去北京吸雾霾本来想给你做一个莎士比亚的围脖，但手拙做失败了～#我们都爱扁脸猫##CFA异国短毛猫##加菲猫##狂爱异短##波斯猫与加菲猫# ,2017-03-12 09:05,1,4,7
衡水老白干官方微博,#植树节#绿色，是四季里最早到来的颜色。每年的植树节，都像春天一样，带给我们第一抹春绿。种下绿色为蓝天而战 ，清新空气方远离雾霾！ ,2017-03-12 09:00,2,,5
陈一佳,议员Jason Smith太有喜感了，建议对太阳和冰淇淋征税，因为太阳会引起皮肤癌，冰淇淋不够健康。。雾霾啥时候征税啊 ,2017-03-12 08:51,3,10,21
瑞文搞事儿团官博,#孟瑞# #王博文# 就算这世界总是雾霾四阖也遮不住我心中的你们翩翩少年 光芒万丈早安 @孟瑞 @王博文小白 ,2017-03-12 08:47,7,13,97
