博主,博文,日期,转发数,评论数,点赞数
南方都市报,【夜间紧急通知雾霾停课 凌晨又改口说正常上课】11月30日22时许，石家庄市教育局官网发布紧急停课通知。12月1日凌晨1时31分，教育局官网再发通知，“停课”改为“正常上课”。不少网友表示如此朝令夕改，太不严肃。一些市民直言：“深夜紧急通知，凌晨紧急修改通知，折腾老师，折腾家长，更折腾孩子。 ,2016-12-02 15:21,32,83,86
淋湿巴黎的东京雨Y,这才3点，郫县已经黑得看不见路了。这雾霾，也太重了。我以为我把天睡黑了。 |成都 ,2016-12-02 15:20,,13,3
秘制小龙虾酱,成都让我活不久 雾霾天可怕得要命 |成都 ,2016-12-02 15:17,,8,9
圆-滚滚,我会消失在这雾霾天 |成都·茶不... ,2016-12-02 15:17,,14,14
东莞广播电视台,#每日关注#【东莞：气温缓慢回升 早晚或现雾霾】昨日天气晴朗干燥，相对湿度持续下探，由是森林火险等级较高明显。预计今日起连续3天，基本上以多云天气为主，其中周日至下周一早晚可能伴有轻雾或轻度灰霾，所幸逗留时间较短。最近一周天气变化不大，基本上无降雨影响，早晚间气温较低仅12~14℃，白天 ,2016-12-02 15:15,1,,
西华大学学管会宣传之家,宝宝们出门前带伞了吗，感觉要下大雨了 才三点多的天就已经灰蒙蒙了大家出门也要做好预防雾霾的措施，带上口罩，远离雾霾 |成都 ,2016-12-02 15:14,1,,6
浅浅渝,雾霾了个黑 |成都·西南... ,2016-12-02 15:12,,8,8
噢Heyuan,吃完饭出来天黄成一片，这是属于成都的雾霾。 ,2016-12-02 15:09,,,21
周德仓,今日凌晨，在雾霾笼罩的日子里，睿智、温情的陕西师范大学新闻与传播学院裴晓军博士因病与这个世界残酷诀别！[流泪]生命的记录不过44个春秋。愿君安息，而高洁的灵魂永远飘逸！ ,2016-12-02 15:07,9,5,3
泗水公安,#实用贴微分享#【网友防雾霾12招】对付雾霾，有人戴起了口罩，有人选择不出门。有网友总结了防雾霾12招，网友的防霾12招靠谱度多高？专家：基本靠谱，个别需注意。例如“第八条，开窗透气的时间不用等到中午，而是上午十点左右比较合适，此时太阳刚出来，雾气消散得快。” ,2016-12-02 14:56,1,,
北京人捍卫北京城,【雾霾这就到】12月2日北京及周边地区遥感影像图，华北平原出现大范围灰霾，并向北扩展。（北京环境检测） ,2016-12-02 14:52,30,39,18
在1999年遇见你,还有2节课，妈妈我要现在回家，这雾霾太重了。可是有什么办法 |成都·新都... ,2016-12-02 14:49,,,7
林竹,#北京# 咦，说好的雾霾呢？#今天长这样# ,2016-12-02 14:46,2,29,79
为什么我长不胖,相信有人能吹散你心中的雾霾@AJCLUB ,2016-12-02 14:38,1,,1
致姗姗来迟的你_,兩三週的霧霾之後有了這樣的好天氣真開心同時也紀念一下第一次在大學放老師鴿子當我今天中午十二點想起約好要見面的時候，離見面時間已經過去了快兩個小時，真的對不起萌萌的Richard ,2016-12-02 14:37,1,10,5
FelixGood,人落蜀中，雾霾甚重 |四川传媒学... ,2016-12-02 14:37,,,12
yfwonder,街拍 自拍 友拍  雾霾的成都不穿鲜艳点会迷路！ |成都·成都... ,2016-12-02 14:33,,1,15
陕西气象,#天气微笑季#雾霾又双叒叕来了……我还能说什么，我只是个人肉吸尘器……今天份的正能量由智妍为宝宝们提供，请记得微笑！ ,2016-12-02 14:28,,4,5
瑶歆符,雾霾这么大，把自己包起来好了 |成都 ,2016-12-02 14:27,,6,7
狄伟良1846866086,老子还看到中国有《外国用40年治理雾霾，中国只要三步就可以》文章存在？哈哈哈！我希望中国人能记住这个作者是谁！我没看任何其他的，就只是看了这个真本事的中国人的标题而已！再去看就是我自己寻找着无聊来生炁了……稀奇，每个世纪都有，惟独今世的中国特别的离奇而诡异…… ,2016-12-02 14:25,1,,
宏小雨Prince,可怕！成都得雾霾还是贼恐怖 |成都·西南... ,2016-12-02 14:23,1,2,10
是寿司也是夏承司,#张翰# 才两点多 感觉像是晚上了成都雾霾太严重了 ,2016-12-02 14:21,,3,4
盛君Janelle,北京！没有绿叶装饰的冬天...阳光透过雾霾...拥挤又淡定的车流...我平凡的一天... ,2016-12-02 14:19,2,12,47
木易随心爱远行,休个班给自己的心放个假，出去走走，缕缕乱了的思绪，静静自己的内心，去呼吸下郊外的空气，让冰冷的空气清醒下浑浊的大脑，相信自己无论多么糟糕的雾霾心情，都能走出来。加油走起 ,2016-12-02 14:18,,7,29
河北清澈小河,#石家庄雾霾# 今天中午阳光灿烂，可是中华北大街感觉污染相当严重，空气中弥漫着青烟。连和平路高架桥西延这样的民生工程都停了，一些工厂也停了，单双号机动车也限行了，这么严重的雾霾从哪里来的呢？这利剑治霾的剑看来弄错地方了。期盼公路早日通车，但这么严重的污染，污染源应该很容易能找到。装 ,2016-12-02 14:14,,3,2
王云麟灬,柳浪湾财经职业技术学院   雾霾红色预警 |成都·其孜... ,2016-12-02 14:13,,2,4
谢宝熊,成都的雾霾又是红红黄黄的。 ,2016-12-02 14:09,2,,
梦曦闲,雾霾天到处灰蒙蒙的，只能通过加滤镜来改善照片质量，不过小米5s的拍照素质还是可以的，毕竟1.55μm大像素#小米5s超感光手机摄影大赛# |西安·西安... ,2016-12-02 14:06,,5,8
_张应苏_,成都，尘毒。#成都雾霾# @成都商报 |成都·肖家... ,2016-12-02 14:03,1,3,12
李守智,当北方皑皑白雪将雾霾驱赶到了蓉城，正午雾锁围城暴雨将至如傍晚，这样也就少了对外界的期待，安安心心躲在窝里冬眠，从荧屏和网络穿越到别人的白天黑夜和喜怒哀乐中去！ ,2016-12-02 14:03,,,18
BTV张媛,如今的孩子，在最好的年纪，却遇到了最坏的天气。不能呼吸，他们失去了健康；不能玩耍，他们失去了快乐。请不要霾葬孩子们的童年爱的味道联手OneAir儿童口罩“抵制雾霾，为孩子发声”。让孩子，在室外肆意的奔跑；看到碧蓝的天空；看清世界的美丽！ |北京·来广... ,2016-12-02 14:01,3,1,6
经济观察报,【雾霾爆表不预警是治理之“霾”】近期北方多地深陷“霾”伏，让人“心痛得无法呼吸，找不到蓝天留下的痕迹，眼睁睁地看着霾，却无能为力”。但让人心塞的，不只是雾霾本身，还有某些地方在重霾下的神经末梢麻痹。|雾霾爆表不... ,2016-12-02 14:00,13,6,26
JW王静,蝴蝶兰的花期实在是长，只要照顾得当，开上4个月都不成问题。家里养了月季和桂树，月季负责夏天，桂树负责冬天，打开门，不管外面是桑拿天还是雾霾天，屋里都是甜甜的香味，走到哪都有绿色，都有花朵，各有各的姿态，却和谐静谧地共处，这才是家。 ,2016-12-02 13:59,,1,2
康威凯,如果你从北京飞华南（广深港澳珠…均可），在白天、晴天、无雾霾、首都机场北向南起飞（通常是南风）、坐在飞机右边靠窗，这些条件同时满足，你有可能看到北京伟大的中轴线。我2012年国庆见过一次，再找机会拍下来，居然等了四年多就是此图。 ,2016-12-02 13:54,6,14,14
桃桃奶奶333,昨天听天气预报说，最近几天雾霾严重，有又紧张了。今天早上起床的第一件事就是打开窗帘看看天气，嘿，还真不错，没有雾霾，八点多的时候太阳出来了。还有几天就是大雪了，天气一点都不冷。 ,2016-12-02 13:46,,1,1
觉爷本攻,雾霾这么严重，还好下雨了，现在外面好黑啊就像傍晚六七点的样子，可怕|你说-易烊... ,2016-12-02 13:42,,,5
回忆是粉色天空,关注生存环境才是正事！持续了如此久的雾霾，你告诉我幸福指数在哪里！#成都雾霾## ,2016-12-02 13:35,3,1,2
北京新闻广播,【每日天气】市气象台：周末的天气仍要关注霾，今天上午的霾很轻，但气压场在减弱，下午的霾就开始加重，明天达到轻到中度，后天中度。周日上午就有小北风，霾可能比预想的减轻不少，部分地区只有轻度。北风过后，雾霾彻底消散，下周可以保持四五天的好天气。双休日的最高气温在8-9度，以常年偏高一点 ,2016-12-02 13:33,,,1
一叶城zZ,好天气上天台晒晒太阳 顺便拍拍照片哈哈哈 愿北京能少一些雾霾 多一些阳光 ,2016-12-02 13:26,2,6,20
上党落子,#太原生活# 为了防治雾霾，太原市政府破天荒突然出台机动车连续三天限行政策，当晚有司机给交警队打电话求证限号政策，#太原连续3天限行# 最后不太满意的司机朋友说：坏透了！ 秒拍视频 . ,2016-12-02 13:25,6,2,2
洛灵珠宝军嫂丹丹,虽然雾霾很严重，但是我们内心一定是充满阳光的[调皮] ,2016-12-02 13:24,,1,1
-开着皮卡去兜风,#成都雾霾这么大怎么没人管# 成都一点的天……黄成这样，有人管吗@成都市政府门户网站 @央视新闻 @环球时报 @人民日报 ,2016-12-02 13:10,3,10,8
中国天气,【湖北连遭雾霾侵袭 未来三天空气质量难好转】刚刚步入12月，湖北大部地区便连续两天被大雾笼罩。今（2日）晨，湖北中部局地出现能见度在50米以下的强浓雾，多条高速路段实行临时交通管制。与此同时包括武汉在内的多个地市出现了轻到中度污染。预计未来三天早晨仍易形成雾，空气质量较差，提醒公众注意 ,2016-12-02 13:02,1,2,3
靖娴LZX,终于要离开这里了，会想念这里的碧水蓝天缓慢的小生活。最终还是要回去的，回去吸雾霾继续完成没有完成的作业[加油] 下次来会更好 |苏州 ,2016-12-02 13:00,,2,6
笑看先生S,预报的周二雾霾橙色预警没有出现，粉丝寄的的大闸蟹如约而至，昨发今至雪花飘过之后的最后一拨公蟹，待出锅我尝过再上图@静脉注射蛋黄酱mmm 靠谱！ ,2016-12-02 12:54,1,18,14
美狒狒侠,G20以后杭州的颜值上升太快，再加上新兴开放的商业思维，没有雾霾的时候就是中国最好看的发达城市了 ,2016-12-02 12:44,,5,3
一坨大莹子,是的  我在放雾霾假 ,2016-12-02 12:42,1,3,5
汪师父,今天成都再次陷入雾霾 ,2016-12-02 12:37,,,10
徐大脸,据说接下来三天重雾霾。那么趁不怎么雾霾的今天赶紧骑车去花卉市场转转，结果怎么样？徜徉了！ ,2016-12-02 12:27,,1,3
慢跑的熊,天气良，零上四度，无风不冷。和朋友一起晨跑10公里63分钟。状态正常。出汗不多，累计9117公里。明后三天又要雾霾了。估计要停跑。距离广马还有一周的时间。需要认真准备。 ,2016-12-02 12:20,,,3
藏在心中的那些话,2016年中国10大幸福城市出炉，北京竟然榜上有名我承认我爱这座城市，除了早高峰的交通，偶尔的雾霾，高额的房价，苛刻的领导，无休止的加班当然还有国贸的西餐，西单的美女，和拼搏的我们，虽然累，但是不后悔 ,2016-12-02 12:16,,,12
iwine,今天的东京天气！在皇居外还看到了御马出宫可惜马上就要飞回北京，回到重度雾霾中 网页链接 ,2016-12-02 12:13,,3,10
8023王漂漂,北京雾霾下的乐视大厦，像极了你现在的处境！作为乐帕合伙人的一份子，希望你涅槃重生！狂风暴雨以后就是海阔天空！加油！@贾跃亭 ,2016-12-02 12:06,,,2
德阳市城管执法,#德阳身边事#@德阳爆料王@德阳同城会[治理雾霾之环卫降尘作业]今年，进入11月份以来，空气质量下降，市区扬尘污染时有发生，我市环卫处积极采取降尘措施：一是积极推行道路机械化清扫冲洗等低尘作业方式。根据实际情况将以前的先清扫后洒水改为洒水车在人工作业前期先少量洒水一次，清扫作业结束后再进 ,2016-12-02 11:54,4,11,4
HalUul,预报中的雾霾还没来 |北京·北京... ,2016-12-02 11:53,,6,11
内陆飞鱼,朴树新歌《达尼亚》也就及格以上，这次不是命题作文，不用被人指手划脚（比如《平凡之路》），更自在一些而已，比起2005年之前的朴树，有些气质与旋律丢了，有些心气与情绪永远回不来了，时间啊是一个生猛兽医，在他身上打了一剂深深的麻醉针，挣扎着醒来，眼前是空茫茫雾霾之都，乐器锈蚀，嗓子漏风。 ,2016-12-02 11:45,1,20,15
完生Komorebi,小伙伴不约而同的 把我当壮士 送上了战场 今天八百跑的很烂 从体育中考稳定到大一的倒数第二 变成了倒数第一 :) 但是体育老师继承了杨晨 “只要你不走路 给我跑下来 我就给你及格”的优良传统 表示“达标是多少” “四分三十四” “那她四分三十” 感谢天感谢地感谢姨妈感谢雾霾感谢人道主义光辉闪耀 ,2016-12-02 11:43,,,1
东蒙野客,#濠上之乐#今日至长兴岛郊游，趁着一个小时的自由时间，离了众人，独个儿闲步湖边，前几日的雾霾早就消散，阳光透明暖人，听脚踩鸭子船的哗哗水声，听时不时传来的鸟声、远处游人谈笑声，看幼儿园小班稚子嬉游，看午间阳光照出的影子被自己的脚面踩过，偶尔抬起头来，眼睛被白亮的日光照得眯起来，真是 ,2016-12-02 11:39,,1,3
loo象,穿着大衣 裹着围巾坐上公交车  和我一起同行雾霾掩映着高楼 微风吹起我的发打开空调吃着乐轩给我带的早餐就这样 我的一天又开始了 ,2016-12-02 11:30,,,5
新浪天津旅游,#趣玩京津冀#【冬游颐和园】大多数喜欢旅游的人，都会想来颐和园看看。颐和园是一个一年四季百看不厌的好地方，而到了冬季，更是别有一番风韵。河水结冰平静地如同一面镜子，天空湛蓝，没有雾霾，令人心境怡然。（图源：@漫-World ） ,2016-12-02 11:30,4,2,3
小范同学_WaitingFL,大保定的雾霾吸上一口神清气爽。  I'm back |保定·河北... ,2016-12-02 11:29,,8,4
奕晴IC,崔女士表示早想回家了，回去吸霾了，这次通行一共13人，其中两个家庭都是因为雾霾来考察准备移民的，国外的小孩子太幸福！ |澳大利亚·... ,2016-12-02 11:28,,4,
DONGXUE小草,生活在上海真是运气，空气优良占多数，没有北方那样隔三差五的严重雾霾天。看到网上发布的那些雾霾中的城市，灰蒙蒙的，简直让我害怕，这还能呼吸吗？我有慢性咽炎，好空气尚且要咳嗽。但北方的雾霾是靠风吹散的，这就难怪上海有时也会出现轻度或中度雾霾天。不从根本上治理，要全国都有清新的空气能吗 ,2016-12-02 11:26,1,1,4
