博主,博文,日期,转发数,评论数,点赞数
央视财经,【“最严雾霾令”来袭！各地频频出大招！能否留住蓝天白云？】①山西太原：全市所有施工工地、土石方工程、混凝土搅拌站全部停工，所有渣土运输全部停运、所有水泥、铸造等生产企业全部停产，裸露的各类渣土堆必须用绿网覆盖；②河北石家庄：全市所有钢铁、水泥、焦化、铸造、玻璃、陶瓷、钙镁等７大行 ,2016-11-27 19:01,164,152,69
中国青年报,【雾霾再袭京津冀 “最严”禁令能否留住蓝天白云？】这两天，寒潮影响结束多地气温回升，空气质量出现下滑。本月开始，北方已正式进入供暖季，空气重污染情况也屡有发生。一份份号称“最严”的空气污染防治措施，正在多个城市组成抵御雾霾的防线。（央视网）|雾霾再袭京... ,2016-11-27 19:00,42,21,41
名侦探兔美酱Eli,好久都没有化妆了…因为…北方的冬天…蛮干燥的…不想让化妆品混合着雾霾在脸上堆积 ,2016-11-27 18:28,4,1,2
Hey慕豪,转眼一年了，还记得去年今天，呼市又是大雪又是雾霾，能见度不到十米，大学城堵车的长龙，高速上走路回家的考生……和小伙伴两个人人品爆棚搭到了一辆蒙M的车，用爬行的速度赶到了火车站……一年后的今天，小伙伴正好又从呼市培训回来，虽然生活依旧艰辛不易，但是努力过后，总会有所收获。 ,2016-11-27 18:25,,13,13
-fenibook-,居然有人跟我说北京有雾霾？！excuse me？你见过雾霾吗？你去过西安吗？北京空气这么好的也能叫雾霾？？？来几张我大西安的雾霾给你们长长见识 |北京·北京... ,2016-11-27 18:20,1,23,8
_MMyuan,也就上山躲一躲今天的雾霾 ,2016-11-27 17:59,,7,13
i-貂貂,貂貂Gopro"直播"无霾。#防霾神器##雾霾的危害##刷去雾霾心享纯净# 抗霾的终极方法。。看完你找到了呗？第一位影评人："有泰坦尼克号快要沉没，那四个人还在甲板拉舒缓小提琴的即视感～"第二位影评人："好吧，地震了…大家快跑吧，镜头语言" ,2016-11-27 17:55,7,9,4
京西的蟑蟀,中午从巴彦淖尔出发，现在包头补电中。快到包头时，突然雾霾严重。 |包头 ,2016-11-27 17:53,1,4,18
旅游笔记,广西环江牛角寨景区，空气清新，冬暖夏凉，峰丛叠起，森林繁茂，瀑布成群，很不错的小众旅游自然生态景观，远离北方寒冷的冬天和雾霾，养生的好地方。#带着微博去旅行##夏末旅游# |河池·环江... ,2016-11-27 17:52,2,3,8
尤洋,南城中央文化区美食区。建议大家一看雾霾天就直奔洪运轩来吃半边云，不用买号不用排队。 |北京·天桥 ,2016-11-27 17:47,1,2,6
三炮逍逍很文艺,纯天然窗外拍 无雾霾 很美丽 耶 ,2016-11-27 17:42,4,,3
医疗律师刘晔,【雾霾与细菌】瑞典哥德堡大学的研究人员在国际期刊《微生物学》发表论文称，在所研究的城市中，北京空气中含耐药基因的细菌群落最多，达64.4种。作为前微生物与免疫学教师，科个谱。一般认为，雾霾对人体的毒性主要是PM颗粒可能以机械方式沉积于肺泡等人体细胞，这些沉积异物可引起免疫细胞的吞噬反应 ,2016-11-27 17:40,11,,8
Maggie懒懒,每日一拍D-35 被店长喂肥的大黄和大黄的孩子小花，店对面的咖啡厅，雾霾中隐约露出的南山塔。#来自时好时坏的果# ,2016-11-27 17:38,,,5
河南气象,#未来三天天气#关键词： 气温降降升 雾霾轻到中 明后两天最高温度稍有下降，熬过这两天，30号还有一波升温。这轮雾霾还有两三天的光景 ,2016-11-27 17:37,,,2
AIRGUOZEXU,看图找王哥@雾霾是人类进步的阶梯 ,2016-11-27 17:35,,18,16
杨涯05752,凤凰娱乐：11月26日，章子怡回北京遇上雾霾，直接把女儿抱上飞机走人。为了孩子，似无可指摘。 ,2016-11-27 17:32,5,,4
天津发布,【晴，-2℃/10℃】#今夜天气#今天伴随着冷空气的到来，大风吹散了津城的雾霾！明天气温回升，午间阳光下天气较为温和舒适。@天津气象 预报：市区今夜到明天以晴为主，北风3-4级，最低-2℃，最高10℃。预计下周雾霾和冷空气继续上演“拉锯战”：明天开始空气质量逐渐转差，周三冷空气发威，雾霾再消散。 ,2016-11-27 17:30,2,,4
山西团省委学校部,#雾霾又来了# 【霾黄色预警】山西省气象台2016年11月27日16时30分发布霾黄色预警，预警区域：太原、临汾、长治、运城、晋城等地的部分地区和吕梁、晋中等地的局部地区。预警区域中未来24小时内可能出现中度霾，临汾、运城、长治等地的局部可能出现重度霾。请有关单位和人员作好防范准备。 ,2016-11-27 17:23,1,,
张Fa雷,又一波雾霾来袭........ |西安·太阳... ,2016-11-27 17:22,,,13
箛临,真难得能凑够九张图，一场匆匆忙忙的旅途，见识了大北京的雾霾，也遇到了难得一见的蓝天，从分别的那一刻我们就已经开始了下次的相遇，帝都，下次见！ ,2016-11-27 17:21,,,4
信阳多肉萌主,#多肉植物# 雾霾频频，晚霞少见，何况是这样的晚霞-----（图片来自app）#信阳身边事# ,2016-11-27 17:21,1,1,15
全球正义盛宴,仰卧起坐都能至瘫，假药，毒食品，雾霾还不要人命。不经风雨，那能见彩虹。没强健的体魄，如何撑起末来强国。『仰卧起坐或致瘫？ 国外已叫停国内学生还在做_手机新浪网』网页链接 ,2016-11-27 17:15,,,2
盒子与m豆,离开京都，雾霾尽散，日光倾城。此别之后各自珍重，提一口气继续前行，下次重逢春暖花开，必将又是一番好风景@芥末牙牙 @真的李宜霖 ,2016-11-27 17:11,,2,6
译员catherine,昨晚的gala并不算特别满意，几对大双都出现不同程度的失误，连一向神勇的圈神Almeida在黑天鹅的fouette方面也收的不太好。不过还是要突出表扬下Chudin童鞋，那脚背，那动作的规格。小帅哥Shklayarov也算发挥得不错了，不过相比他去年舞姬的惊艳表现还是稍微有那么一点点不甚完美。不知是否雾霾也影响了 ,2016-11-27 17:02,1,4,
我是王小铭丶,#刺猬体验##遇见另一种生活# D7 不知不觉已经连续打卡七天了，也是暂时性的最后一次打卡了，最后分享一波亲手拍摄的拉斯维加斯的天空和云朵吧。在国内深受雾霾影响，经常雾蒙蒙的，几乎很少能看到蓝天白云。刚到拉斯维加斯，就被那里的景色所迷住，那里的天空很美丽，环境也很好，云也是特别的美，像假 ,2016-11-27 17:00,,36,71
_MMyuan,也就上山躲一躲今天的雾霾 ,2016-11-27 17:59,,7,13
i-貂貂,貂貂Gopro"直播"无霾。#防霾神器##雾霾的危害##刷去雾霾心享纯净# 抗霾的终极方法。。看完你找到了呗？第一位影评人："有泰坦尼克号快要沉没，那四个人还在甲板拉舒缓小提琴的即视感～"第二位影评人："好吧，地震了…大家快跑吧，镜头语言" ,2016-11-27 17:55,7,9,4
京西的蟑蟀,中午从巴彦淖尔出发，现在包头补电中。快到包头时，突然雾霾严重。 |包头 ,2016-11-27 17:53,1,4,18
旅游笔记,广西环江牛角寨景区，空气清新，冬暖夏凉，峰丛叠起，森林繁茂，瀑布成群，很不错的小众旅游自然生态景观，远离北方寒冷的冬天和雾霾，养生的好地方。#带着微博去旅行##夏末旅游# |河池·环江... ,2016-11-27 17:52,2,3,8
尤洋,南城中央文化区美食区。建议大家一看雾霾天就直奔洪运轩来吃半边云，不用买号不用排队。 |北京·天桥 ,2016-11-27 17:47,1,2,6
三炮逍逍很文艺,纯天然窗外拍 无雾霾 很美丽 耶 ,2016-11-27 17:42,4,,3
医疗律师刘晔,【雾霾与细菌】瑞典哥德堡大学的研究人员在国际期刊《微生物学》发表论文称，在所研究的城市中，北京空气中含耐药基因的细菌群落最多，达64.4种。作为前微生物与免疫学教师，科个谱。一般认为，雾霾对人体的毒性主要是PM颗粒可能以机械方式沉积于肺泡等人体细胞，这些沉积异物可引起免疫细胞的吞噬反应 ,2016-11-27 17:40,11,,8
Maggie懒懒,每日一拍D-35 被店长喂肥的大黄和大黄的孩子小花，店对面的咖啡厅，雾霾中隐约露出的南山塔。#来自时好时坏的果# ,2016-11-27 17:38,,,5
河南气象,#未来三天天气#关键词： 气温降降升 雾霾轻到中 明后两天最高温度稍有下降，熬过这两天，30号还有一波升温。这轮雾霾还有两三天的光景 ,2016-11-27 17:37,,,2
AIRGUOZEXU,看图找王哥@雾霾是人类进步的阶梯 ,2016-11-27 17:35,,18,16
杨涯05752,凤凰娱乐：11月26日，章子怡回北京遇上雾霾，直接把女儿抱上飞机走人。为了孩子，似无可指摘。 ,2016-11-27 17:32,5,,4
天津发布,【晴，-2℃/10℃】#今夜天气#今天伴随着冷空气的到来，大风吹散了津城的雾霾！明天气温回升，午间阳光下天气较为温和舒适。@天津气象 预报：市区今夜到明天以晴为主，北风3-4级，最低-2℃，最高10℃。预计下周雾霾和冷空气继续上演“拉锯战”：明天开始空气质量逐渐转差，周三冷空气发威，雾霾再消散。 ,2016-11-27 17:30,2,,4
山西团省委学校部,#雾霾又来了# 【霾黄色预警】山西省气象台2016年11月27日16时30分发布霾黄色预警，预警区域：太原、临汾、长治、运城、晋城等地的部分地区和吕梁、晋中等地的局部地区。预警区域中未来24小时内可能出现中度霾，临汾、运城、长治等地的局部可能出现重度霾。请有关单位和人员作好防范准备。 ,2016-11-27 17:23,1,,
张Fa雷,又一波雾霾来袭........ |西安·太阳... ,2016-11-27 17:22,,,13
箛临,真难得能凑够九张图，一场匆匆忙忙的旅途，见识了大北京的雾霾，也遇到了难得一见的蓝天，从分别的那一刻我们就已经开始了下次的相遇，帝都，下次见！ ,2016-11-27 17:21,,,4
信阳多肉萌主,#多肉植物# 雾霾频频，晚霞少见，何况是这样的晚霞-----（图片来自app）#信阳身边事# ,2016-11-27 17:21,1,1,15
全球正义盛宴,仰卧起坐都能至瘫，假药，毒食品，雾霾还不要人命。不经风雨，那能见彩虹。没强健的体魄，如何撑起末来强国。『仰卧起坐或致瘫？ 国外已叫停国内学生还在做_手机新浪网』网页链接 ,2016-11-27 17:15,,,2
盒子与m豆,离开京都，雾霾尽散，日光倾城。此别之后各自珍重，提一口气继续前行，下次重逢春暖花开，必将又是一番好风景@芥末牙牙 @真的李宜霖 ,2016-11-27 17:11,,2,6
译员catherine,昨晚的gala并不算特别满意，几对大双都出现不同程度的失误，连一向神勇的圈神Almeida在黑天鹅的fouette方面也收的不太好。不过还是要突出表扬下Chudin童鞋，那脚背，那动作的规格。小帅哥Shklayarov也算发挥得不错了，不过相比他去年舞姬的惊艳表现还是稍微有那么一点点不甚完美。不知是否雾霾也影响了 ,2016-11-27 17:02,1,4,
我是王小铭丶,#刺猬体验##遇见另一种生活# D7 不知不觉已经连续打卡七天了，也是暂时性的最后一次打卡了，最后分享一波亲手拍摄的拉斯维加斯的天空和云朵吧。在国内深受雾霾影响，经常雾蒙蒙的，几乎很少能看到蓝天白云。刚到拉斯维加斯，就被那里的景色所迷住，那里的天空很美丽，环境也很好，云也是特别的美，像假 ,2016-11-27 17:00,,36,71
午夜小飛俠,“只想爱你的我，太想爱你的我，难道只能在迷雾中猜你的轮廓。”---“没办法，又雾霾了。” |太想爱你 ,2016-11-27 16:57,,,6
微石家庄,#石家庄身边事# 【石家庄治霾决战45天：百余辆大货车限行被堵5公里】根据石家庄市“决战45天”超常措施治理雾霾的规定，井陉县路政部门对辖区主干道上的大货车实施限行，限行时间为早上6点至晚上11点。11月26日下午，在位于石家庄井陉县通往矿区的一条主干道上，出现长达5公里的堵车“长龙”，百余辆准 ,2016-11-27 16:52,3,1,4
Misu米苏小公主,北京雾霾实在严重 海南还算是逃霾好去处 ,2016-11-27 16:43,6,1,15
合肥市房产专业经纪人,新加坡旁森林城市，海外资产配置优选，永久产权，总价不用100万，享优越教育，医疗，宜居环境。气候宜人，无雾霾，常年恒温26摄氏度左右，全城地面公园，车驶地下一层，地下二层停车场，领先世界城市设计，建筑外墙长满植物！已签约美国嘉德圣玛丽学校，周边十几所世界名牌大学，国际会所，交通中心， ,2016-11-27 16:42,,,1
石小杰微博,雾霾再袭京津冀 最严禁令能否留住蓝天白云 @辛辣头条 （分享自 @新浪新闻） |雾霾再袭京... ,2016-11-27 16:42,1,3,18
汽车天下宝典,【环保部：此.次北京重度雾霾主要污染源是机动车尾气排放】11月2日起，北京出现了大范围长时间重污染过程。据环保部对北京市及周边地区的分析表明，硝酸盐仍是本次过程中PM2.5的最主要组分，表明机动车尾气排放仍是北京主要污染来源之一。 ,2016-11-27 16:31,2,2,
平安武清,#天气预报#下周雾霾反复;周三大风再次"救场";气温拉低.气象台16点发布:武清今夜到明天以晴为主;北风3-4级转微风;零下4度到9度.交管局指挥中心提示:截止16:00;途经我市的各条高速均正常开启 ,2016-11-27 16:27,2,,1
Lin陌沫,这样好的天气适合出门适合晒被子适合解压适合自拍……这样的好天气,2016-11-27 16:23,1,,8
